Items Vigentes - Automoviles ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Datos Generales de la Póliza,,,,,,Asegurado,,,Detalle del Vehículo,,,,,,,,,,,,,,,Intermediarios,,,,Accesorios y Coberturas,
Cia,Poliza,IDPoliza,Estado Poliza,Vigencia Desde,Vigencia Hasta,Asegurado,Conductor Asignado,Nro Documento,Patente,Marca,Modelo,Año,0 KM,Motor,Chasis,CodReferencia,Procedencia,Combustible,Tipo Uso,Rastreo Satelital,Cobertura,Cobertura Det,Suma Asgurada,Productor,Agente,SubAgente,Ejecutivo,Accesorios,Cob. Adicionales
ROYAL SUNALLIANCE SEG. ARG. SA,3890927,36135487,VIGENTE,01/07/2015,01/07/2016,ADELINA BEATRIZ ROSERO,,11951540,CXH544,MERCEDES BENZ C,L 1318-51 R,1999,NO,37794010432318,9BM694004XB196778,,,,,,A,Resp.Civil unicamente hasta $3.000.000,"363,000",HBO Broker,SIERRAMARTIN,,,, Resp.Civil unicamente hasta $3.000.000: $0.00 Tasa: 0.000
ROYAL SUNALLIANCE SEG. ARG. SA,3890927,36135487,VIGENTE,01/07/2015,01/07/2016,ADELINA BEATRIZ ROSERO,,11951540,GMX755,IVECO,EUROCARGO 170 E 22 N,2007,NO,F4AE0681D6001134,BATA1NFH08X059728,41065,Nacional,Diesel,,,A,Resp.Civil unicamente hasta $3.000.000,"363,000",HBO Broker,SIERRAMARTIN,,,, Resp.Civil unicamente hasta $3.000.000: $0.00 Tasa: 0.000
ROYAL SUNALLIANCE SEG. ARG. SA,3890927,36135487,VIGENTE,01/07/2015,01/07/2016,ADELINA BEATRIZ ROSERO,,11951540,RKH698,MERCEDES BENZ C,L 1114-42/48,1979,NO,34193710085801,341036K047344,,,,,,A,Resp.Civil unicamente hasta $3.000.000,"363,000",HBO Broker,SIERRAMARTIN,,,, Resp.Civil unicamente hasta $3.000.000: $0.00 Tasa: 0.000
ROYAL SUNALLIANCE SEG. ARG. SA,3890927,36135487,VIGENTE,01/07/2015,01/07/2016,ADELINA BEATRIZ ROSERO,,11951540,WRK378,MONTENEGRO,MONTENEGRO SEMI REMOLQUE,1976,NO,3 EJES,33124,,,,,,A,Resp.Civil unicamente hasta $3.000.000,"363,000",HBO Broker,SIERRAMARTIN,,,, Resp.Civil unicamente hasta $3.000.000: $0.00 Tasa: 0.000
ROYAL SUNALLIANCE SEG. ARG. SA,3917219,36143658,VIGENTE,09/08/2015,09/08/2016,JUAN MARTIN LUQUE,,2979762,GSC565,AUDI,A6 ALLROAD 3.0 TDI TIPTRO. QUATTRO,2007,NO,ASB079542,WAUKM94F37N145625,,,,,,,,"382,000",OrtigozaBeatriz,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942002,36147007,VIGENTE,04/08/2015,04/12/2015,MARIA ALEJANDRINA DIEZ DE TELLARINI,,11111111,JAK398    ,RENAULT,SANDERO STEPWAY 1.6 CONFORT,2010,NO,K4MA690Q057992      ,93YBFR2EKBJ509612   ,36578,Nacional,Nafta,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","130,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942003,36147008,VIGENTE,04/08/2015,04/12/2015,CARLOS F. DOMINELLA,,8397089,JED265    ,VOLKSWAGEN,AMAROK 2.0TD 4X2 DC HIGHLINE,2010,NO,CDC 010823          ,8AWDB42H6BA015436   ,46591,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","274,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942003,36147008,VIGENTE,04/08/2015,04/12/2015,CARLOS F. DOMINELLA,,8397089,SOO2568   ,, ,1999,NO,RICHINI             ,A/D HABILITACION 1-1,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942004,36147009,VIGENTE,05/08/2015,05/12/2015,MABEL ALICIA GOMEZ,,12249999,KIQ105    ,VOLKSWAGEN,BORA 1.9 TDI TRENDLINE L/07,2011,NO,AXR348583           ,3VWSW49M3BM0333303  ,46484,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","176,500",RioLuis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942005,36147010,VIGENTE,07/08/2015,07/12/2015,MARIEL OLGA BERRUETE,,14295532,CJU917    ,FORD,ESCORT LX D,1998,NO,RTMWT13896          ,8AFZZZEHCWJ062441   ,18158,Nacional,Diesel,,,BR,"ACC Y ROBO TOTAL,INC.T/PARCIAL","42,500",RioLuis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942006,36147011,VIGENTE,08/08/2015,08/12/2015,GLADYS NORMA FERNANDEZ,,18389611,A/D       ,, ,2000,NO,5.50MTS. 1 EJE      ,1144                ,,,,,,A ,R.CIVIL ----------------------,0,RioLuis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942007,36147012,VIGENTE,10/08/2015,10/12/2015,RICARDO RUBEN LASTIRI,,10269149,BSD722    ,FORD,F-100 2.5 TDI XL,1998,NO,4B8984B044680C      ,9BFE2UEH9VDB04422   ,18087,Nacional,Diesel,,,A ,R.CIVIL ----------------------,"120,000",RioLuis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942008,36147013,VIGENTE,11/08/2015,11/12/2015,MARIO OSCAR GIAGANTE,,12605878,MIY230    ,CHEVROLET,AVEO 1.6 LT G3,2013,NO,F16D31945962        ,3G1TC5CF2DL102872   ,12411,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"135,500",RioLuis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942009,36147014,VIGENTE,15/08/2015,15/12/2015,MAURICIO FERNANDO PESSI,,21955263,BFO363    ,RENAULT,TWINGO (AUTHENTIQUE),1998,NO,C3GD7/02A108583     ,VF1C0640515528238   ,36088,Nacional,Nafta,,,B1,INC-ROBO TOT -----------------,"47,500",RioLuis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942010,36147015,VIGENTE,11/08/2015,11/12/2015, RODRIGUEZ GUSTAVO FABIO,,,A/D       ,, ,2005,NO,30534611            ,34192600            ,,,,,,BR,"ACC Y ROBO TOTAL,INC.T/PARCIAL","450,000",RioLuis,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942011,36147016,VIGENTE,11/08/2015,11/12/2015, GELATTI MATIAS OMAR,,30062607,A/D       ,, ,2012,NO,A/D                 ,PATENTES/IZZ150-LNJ3,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942018,36147017,VIGENTE,06/08/2015,06/12/2015, TELLARINI,,0,SJG136    ,VOLKSWAGEN,SAVEIRO ,1994,NO,BE871121            ,9BWZZZ30ZRP247141   ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","45,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942019,36147018,VIGENTE,06/08/2015,06/12/2015,MAURICIO N.- FERRETTI,,22701282,XMJ746    ,, ,1965,NO,7628511             ,RPA505879           ,,,,,,A ,R.CIVIL ----------------------,0,RioLuis,,,,,
PARANA SEGUROS,4200718,36156894,VIGENTE,26/07/2015,26/07/2016,HECTOR OMAR LEJEUNE,,14448533,LRF981,CHEVROLET ,CLASSIC 1.4 4 PTAS LS SPIRIT,2012,NO,,,0,,,Particular,NO,C, Terceros Completo,"103,000",OrtigozaBeatriz,,,,,
PARANA SEGUROS,4200718,36156894,VIGENTE,26/07/2015,26/07/2016,HECTOR OMAR LEJEUNE,,14448533,UCE891,RENAULT,TRAFIC T310,1986,NO,,,0,,GNC,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,OrtigozaBeatriz,,,, Equipo de GNC: $10000.00 X 0,
INTEGRITY SEGUROS,2813658,36156895,VIGENTE,10/08/2015,10/08/2016,MARIA DE LOS ANGELES GONZALEZ,,34474158,TOJ935,FIAT,128 SE 1.3 ,1987,NO,128A1038-7363920,ZFA128A0007134419,0,,,Particular,NO,A,  -  COBERTURA A (RC),0,HBO Broker,RUBELCLAUDIO MARCELO,,,,
PARANA SEGUROS,4202437,36156912,VIGENTE,16/08/2015,16/08/2016,JORGE LUIS MAGGINI,,22505189,wga741,renault,r4 f ,2015,NO,,,0,,,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,HerrerosAriel,,,,,
PARANA SEGUROS,3144833,36156913,VIGENTE,16/08/2015,16/08/2016,JORGE LUIS MAGGINI,,22505189,483CRP    ,HONDA,NF 100 SD,2006,NO,SDHI50FMG/255208492           ,,,,,Particular,,Resp.Civil,Resp.Civil limi,0,HerrerosAriel,,,,,
PARANA SEGUROS,3144830,36156914,VIGENTE,16/08/2015,16/08/2016,JUAN CRUS FARIAS,,30062094,242HPS    ,YAMAHA,YBR 125 ED,2011,NO,E38E/041046                   ,8c6qe134xb020403,0,,,Particular,NO,A, Responsabilidad Civil hacia Terceros,0,HerrerosAriel,,,,,
INTEGRITY SEGUROS,4202438,36156916,VIGENTE,16/08/2015,16/08/2016,JORGE LUIS MAGGINI,,22505189,CNP374,DAEWO,ISTANA ELITE 12 ,1999,NO,66291110061537,KPDAB6E81WP062225,0,,,Particular,NO,A,  -  COBERTURA A (RC),0,HerrerosAriel,,,,,
PARANA SEGUROS,3152500,36156922,VIGENTE,01/08/2015,01/08/2016,FRANCO JESUS ALVAREZ,,33201717,A/D       ,ZANELLA,DUE 110,2012,NO,ZC0042544                     ,,,,,Particular,,**********,***************,0,RioLuis,,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,3918789,36162242,VIGENTE,10/08/2015,10/08/2016,,,,TFI604,FORD,F-100 LUJO D,1994,NO,22904334893,8AFBTNM34RJ000553,,,,,,,,0,HansenLuis Julian,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942267,36162247,VIGENTE,10/08/2015,10/12/2015,GRACIELA MABEL FERRO ,,12579640,JES636    ,CHEVROLET,CORSA 1.4 3 P CITY L/09 (CLASSIC),2010,NO,T85054719           ,BAG5B084OBR131903   ,12337,Nacional,Nafta,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","79,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942797,36162248,VIGENTE,01/08/2015,01/12/2015, PROVACO S.A.,,0,HWT970    ,FORD,S-MAX 2.3 16V TITANIUM AUT,2008,NO,8GR30572            ,WFOSTEGBW8GR30572   ,18451,Importado,Nafta,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","223,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942885,36162249,VIGENTE,06/08/2015,06/12/2015, MARIA ANDREA PICARDI,,18277189,NSE934    ,FIAT,STRADA ADVENTURE 1.6 DC,2014,NO,178F40552532353     ,9BD27826VE7736745   ,17642,Nacional,Nafta,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","179,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942889,36162250,VIGENTE,07/08/2015,07/12/2015, INCHAUSTI FRANCISCO,,18486704,OBG075    ,FIAT,DOBLO 1.4 CARGO ACTIVE,2014,NO,843A10001869581     ,ZFA263000E6127515   ,17723,Importado,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"179,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7942891,36162251,VIGENTE,10/08/2015,10/12/2015, ROSSINI NESTOR FABIO,,17673261,101MCF648 ,, ,2011,NO,A/D                 ,MCF648              ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,,,,,
FEDERACION PATRONAL S.A.,20408324,36162273,VIGENTE,27/07/2015,27/07/2016, MARIA DE LOS ANGELES SEIP,,30529907,HDL675,MITSUBISHI, L-200 SPORTERO DI-D COMMON RAIL,2008,NO,4D56VCBA6254,MMBJNKB408D054501,,,,Particular,,CF,,"320,638",HansenLuis Julian,,,,,
FEDERACION PATRONAL S.A.,20408656,36162274,VIGENTE,27/07/2015,27/07/2016, FACUNDO MANUEL RIO,,30062235,FXG602,FORD, ECO SPORT 1.6 XLS,2006,NO,CDJC78806472,9BFZE12N378806472,,,,Particular,,CF,,"110,000",GesuittiCarolina,,,,,
FEDERACION PATRONAL S.A.,20413397,36162275,VIGENTE,24/07/2015,24/07/2016,FRANCISCO LUIS FIDALGO,,16586843,MGK403,CITROEN, C 3 AIRCROSS 1.6 I SX HIGH TECH,2013,NO,10DBTY0025582,935SUN6ACDB525556,,,,Particular,,CF,,"114,400",IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,20413403,36162276,VIGENTE,22/07/2015,22/07/2016,FRANCISCO LUIS FIDALGO,,16586843,HXS886,PEUGEOT, BOXER 2.8 HDI FURGON 330 M,2009,NO,1042829,936ZBPFB92031607,,,,Particular,,CF,,"196,900",IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,20413764,36162277,VIGENTE,01/08/2015,01/08/2016, MARIA BEATRIZ CONCAS,,10737050,DOA734,RENAULT, CLIO RL 5 PTAS.,2000,NO,AD5841,8A1557TLZYL105225,,,,Particular,,CF,,"45,100",IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,20417020,36162278,VIGENTE,06/08/2015,06/08/2016, LORENA VANINA PERETTI,,24765710,MPL341,FIAT, PUNTO 1.4 ATTRACTIVE L/13 TOP,2013,NO,310A20111257482,9BD118382D1236674,,,,Particular,,TD3,,"172,700",IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,20417042,36162279,VIGENTE,06/08/2015,06/08/2016, GUILLERMO NESTOR CECI,,20049803,LNR245,FIAT, SIENA 1.4 FIRE,2012,NO,310A20110800052,8AP17216NC2267614,,,,Particular,,CF,,"111,100",IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,20418981,36162280,VIGENTE,05/08/2015,05/08/2016, LILIANA PISANI,,6387448,IGN263,VOLKSWAGEN,VW GOL TREND 1.6 5 P. PACK I PLUS,2009,NO,CFZ002276,9BWAB05U29T077710,,,,Particular,,B1,,"106,700",IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,20421806,36162281,VIGENTE,29/07/2015,29/07/2016, CAROLINA SOLEDAD URRUTIA,,28501100,LMG375,CHERY,TRAILER ,2010,NO,,375,,,,Particular,,A4,,0,IraizozJose Alberto,,,,,
FEDERACION PATRONAL S.A.,20422962,36162282,VIGENTE,29/07/2015,29/07/2016, LUCAS OSCAR CAÑETE,,28219241,VDD951,RENAULT, 18 GTD,1993,NO,5657191,L935005498,,,,Particular,,A4,,0,HansenLuis Julian,,,,,
FEDERACION PATRONAL S.A.,20437850,36162283,VIGENTE,01/08/2015,01/08/2016, MARTIN DARDO PATERNESI,,21559530,HAQ078,CHEVROLET, CORSA 1.6 4 P. GL AA L/08 (CLASSIC),2008,NO,7H5131944,8AGSB19N08R308877,,,,Particular,,CF,,"79,200",GesuittiCarolina,,,,,
FEDERACION PATRONAL S.A.,20437958,36162284,VIGENTE,01/08/2015,01/08/2016, MARCELO ADRIAN ROUMEC,,28946799,JKH093,VOLKSWAGEN,VW VOYAGE 1.6 4 PTAS.,2010,NO,CFZ069746,9BWDB05U6BT134297,,,,Particular,,B1,,"105,600",HansenLuis Julian,,,,,
FEDERACION PATRONAL S.A.,20439390,36162285,VIGENTE,05/08/2015,05/08/2016, DIVA VIVIANA IGNISCI,,11775550,JPD750,RENAULT, SYMBOL 1.6 16V PACK,2011,NO,K4MA6709015148,8A1LBMA15BL732759,,,,Particular,,TD3,,"105,600",IraizozJose Alberto,,,,,
PARANA SEGUROS,4213134,36183155,VIGENTE,05/08/2015,05/08/2016,MIGUEL PEREYRA,,14341829,BXI781    ,RENAULT,TRAFIC RODEO TA83 D,1998,NO,AB62745                       ,,36114,Nacional,Diesel,Particular,,Resp.Civil,Resp.Civil sola,"43,000",RioLuis,,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,3920638,36186684,VIGENTE,13/08/2015,13/08/2016,JORGE CAMBAS,,10141016,GAM444,VOLKSWAGEN,SURAN 1.6 HIGHLINE,2007,NO,BAH919828,8AMPB45Z47A332561,46411,Nacional,Nafta,,,,,"105,000",HansenLuis Julian,,,,,
ROYAL SUNALLIANCE SEG. ARG. SA,3921887,36186685,VIGENTE,29/07/2015,29/07/2016,Valería Elisabeth Navarro,,23212915,BPM955,RENAULT,CLIO RL 5 P,1997,NO,AB53201,8A1557NLZVS001408,36107,Nacional,Nafta,,,,,"38,000",HBO Broker,URBINATIFABIAN MARCELO,,,,
BERKLEY INTERNATIONAL SEG S.A,7943249,36186687,VIGENTE,04/08/2015,04/12/2015,MARISOL GARCIA,,27952928,NQD434    ,MERCEDES BENZ,A 200 BLUEEFFICIENCY STYLE,2014,NO,27091030297836      ,WDDBF4DB2EJ204316   ,28500,Importado,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"400,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,101NJK559 ,, ,2014,NO,A/D                 ,NJK559              ,,,,,,A ,R.CIVIL ----------------------,0,HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,HQB763    ,RENAULT,KANGOO.2 1.5D.EX. 1 PLC CONFORT AA,2009,NO,K9KA700D159168      ,8A1FCG7159L103665   ,36557,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"107,500",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,ICT887    ,RENAULT,KANGOO.2 1.5D AUTHEN 2 PLC PLUS SL,2009,NO,K9KA700D165336      ,8A1KC7059L218941    ,36604,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"129,500",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,IOG158    ,RENAULT,KANGOO.2 1.5D AUTHEN 2 PLC PLUS,2010,NO,K9KA00D175266       ,8A1KCF705AL418730   ,36554,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"134,500",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,KQV885    ,RENAULT,KANGOO.2 1.5D.EX. 1 PLC CONFORT,2011,NO,K9KA700D184079      ,8A1FCG715CL909710   ,36561,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"114,500",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,KRR750    ,RENAULT,KANGOO.2 1.6 AUTHEN 2 PLC PLUS,2011,NO,K5MJ730Q084856      ,8A1KC1305CL133944   ,36549,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"138,500",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,LMZ857    ,RENAULT,KANGOO.2 1.6.EX.1 PLC CON. AA,2012,NO,K4MJ730Q099925      ,8A1FC1315CL387254   ,36563,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"125,500",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,NDH044    ,, ,2012,NO,A/D                 ,8A9SA1351D0137054   ,,,,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","230,000",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,NJK553    ,RENAULT,CLIO MIO 1.2 3 P CONFORT PLUS,2013,NO,K4FG28Q153670       ,8A1CB2U01EL798418   ,36709,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"121,500",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,NJK556    ,RENAULT,LOGAN 1.6 8V EXPRESSION PKCONF II,2013,NO,K4M2842Q000243      ,93Y4SRB94EJ791752   ,36650,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"136,500",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,NJK559    ,RENAULT,DUSTER 2.0 4X4 LUXE NAV,2013,NO,F4RA400C051528      ,9FBSR2S3M029653     ,36696,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"232,000",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,NKO051    ,RENAULT,CLIO MIO 1.2 5 P CONFORT PLUS,2013,NO,K4FG728Q158072      ,8A1BB2U01EL907180   ,36711,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"125,500",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,NKO052    ,RENAULT,KANGOO.2 1.6 AUTHEN 2 PLC PLUS,2013,NO,K4MJ730Q130360      ,8A1KC1305EL987424   ,36549,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"155,500",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,NKO056    ,RENAULT,LOGAN 1.6 8V AUTHENTIQUE PACK I,2013,NO,K7MA812QA2907       ,93Y4SRBE4EJ796188   ,36647,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"119,500",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,OGA401    ,RENAULT,MASTER ,2014,NO,M9TA876C013982      ,93YMAFECCEJ201875   ,,,,,,T3,TODO RIESGO C/ FRANQUICIA     ,"404,500",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,OMS135    ,RENAULT,FLUENCE ,2015,NO,M4RJ714N367933      ,8A1LZBG16FL474186   ,,,,,,T3,TODO RIESGO C/ FRANQUICIA     ,"254,000",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,OVA027    ,RENAULT,SANDERO STEPWAY 1.6 PRIVILEGE,2015,NO,K4M2842Q005735      ,93Y5SRB9GGJ853651   ,36684,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"213,000",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,OVA028    ,RENAULT,SANDERO 1.6 16V PRIVILEGE,2015,NO,K4M2842Q005825      ,93Y5SR394GJ812345   ,36682,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"188,000",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943261,36186688,VIGENTE,12/08/2015,12/12/2015, R1 BAHIA BLANCA S.A.,,0,OZY905    ,RENAULT,DUSTER 1.6 4X2 PRIVILEGE L/15,2015,NO,K4M2842Q013836      ,93YHSRA95GJ876629   ,36765,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"262,000",HerrerosAriel,Concesionaria R1 Bahia,,,,
BERKLEY INTERNATIONAL SEG S.A,7943266,36186689,VIGENTE,02/08/2015,02/12/2015, VERNON S.A.,,0,OOU585    ,PEUGEOT,408 1.6 HDI ALLURE + NAV,2015,NO,10JBDZ0028382       ,8AD4D9HGCFG017946   ,32632,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"275,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7943267,36186690,VIGENTE,05/08/2015,05/12/2015, SOLAGUS S.A.,,0,CDU335    ,VOLKSWAGEN,SAVEIRO 1.6 D CL,1998,NO,BEA031073           ,9BWZZZ376WP000816   ,46137,Nacional,Diesel,,,C ,"ACC TOT, INC-ROB TOT/PAR -----","45,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7943268,36186691,VIGENTE,07/08/2015,07/12/2015, Juan Horacio Coronel,,21527428,LNJ370    ,CHEVROLET,AVEO 1.6 LT G3,2012,NO,F16D31619182        ,3G1TC5CF7CL159700   ,12411,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"127,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7943269,36186692,VIGENTE,01/08/2015,01/12/2015, MORANTE VICTORIO,,25150787,IHA091    ,RENAULT,SANDERO 1.6 CONFORT,2009,NO,K4MA690Q034875      ,93YBSR2PKAJ297107   ,36536,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"101,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7943270,36186693,VIGENTE,05/08/2015,05/12/2015,GRACIELA Y/O ANTA GARCIA,,10598679,HGX294    ,FIAT,SIENA 1.4 ELX EMOTION,2008,NO, 178F30118187020    , 8AP17218K2004060   ,17559,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"88,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7943270,36186693,VIGENTE,05/08/2015,05/12/2015,GRACIELA Y/O ANTA GARCIA,,10598679,MJR189    ,FIAT,GRAND SIENA 1.4 ATTRACTIVE,2013,NO,327A0554009605      ,9BD197335D3049190   ,17714,Nacional,Nafta,,,T3,TODO RIESGO C/ FRANQUICIA     ,"147,500",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7943270,36186693,VIGENTE,05/08/2015,05/12/2015,GRACIELA Y/O ANTA GARCIA,,10598679,RRV598    ,SUZUKI,SAMURAI ,1994,NO, 613BA-305782       , SJ70-407214        ,,,,,,B1,INC-ROBO TOT -----------------,"75,000",HerrerosAriel,,,,,
BERKLEY INTERNATIONAL SEG S.A,7943271,36186694,VIGENTE,02/08/2015,02/12/2015, VERNON S.A.,,0,OLS390    ,PEUGEOT,308 1.6 HDI FELINE,2014,NO,10JBD20028226       ,8AD4C9HGVFG016556   ,32646,Nacional,Diesel,,,T3,TODO RIESGO C/ FRANQUICIA     ,"260,000",HerrerosAriel,,,,,
